wn,1,2,3,4,5,6
2501.28198,0.03535,0.04572,0.05715,0.064,0.05885,0.03555
2499.35347,0.03528,0.04578,0.0571,0.06411,0.05881,0.03556
2497.42496,0.03527,0.04583,0.05711,0.06408,0.05875,0.03561
2495.49644,0.03532,0.04588,0.05716,0.064,0.05871,0.03571
2493.56793,0.03539,0.04595,0.05723,0.06407,0.05873,0.03585
2491.63942,0.03546,0.04599,0.05727,0.06422,0.05884,0.03595
2489.7109,0.03547,0.04589,0.05713,0.06419,0.05893,0.03594
2487.78239,0.03536,0.04574,0.05686,0.06401,0.0589,0.03581
2485.85387,0.0352,0.04568,0.0567,0.06394,0.05886,0.03571
2483.92536,0.03508,0.04566,0.05676,0.06402,0.05884,0.0357
2481.99685,0.03502,0.04557,0.05692,0.06409,0.05877,0.0357
2480.06833,0.03502,0.04546,0.05706,0.06406,0.05873,0.03569
2478.13982,0.03509,0.04556,0.05713,0.064,0.05879,0.03571
2476.21131,0.03521,0.04579,0.05714,0.06394,0.05884,0.03572
2474.28279,0.03518,0.04583,0.05703,0.06394,0.05876,0.03563
2472.35428,0.03507,0.0457,0.05688,0.06398,0.05871,0.03555
2470.42577,0.03509,0.04573,0.05692,0.064,0.05881,0.0356
2468.49725,0.03516,0.04593,0.05707,0.06405,0.05895,0.03573
2466.56874,0.03522,0.04609,0.0571,0.06414,0.05905,0.03586
2464.64023,0.03537,0.04603,0.05695,0.0642,0.05906,0.03592
2462.71171,0.03548,0.04586,0.05677,0.06421,0.05901,0.03585
2460.7832,0.03545,0.04581,0.05677,0.06425,0.05904,0.03575
2458.85469,0.03535,0.04583,0.05694,0.06434,0.05917,0.03577
2456.92617,0.03535,0.04581,0.05708,0.06434,0.05929,0.03585
2454.99766,0.03544,0.04585,0.05717,0.06424,0.05936,0.03591
2453.06915,0.03559,0.04605,0.05724,0.06417,0.05927,0.03598
2451.14063,0.03571,0.04621,0.0572,0.06421,0.05902,0.03602
2449.21212,0.03568,0.04625,0.05708,0.06428,0.05888,0.03601
2447.28361,0.0355,0.04628,0.05701,0.06427,0.05896,0.03596
2445.35509,0.03538,0.04628,0.05705,0.06419,0.05912,0.0359
2443.42658,0.03542,0.04623,0.05714,0.06418,0.05926,0.03588
2441.49806,0.03547,0.04624,0.0572,0.06419,0.05934,0.03593
2439.56955,0.03542,0.04623,0.05719,0.06408,0.05929,0.03597
2437.64104,0.03538,0.04615,0.05712,0.06393,0.05925,0.03597
2435.71252,0.03539,0.04606,0.05706,0.06399,0.05936,0.03598
2433.78401,0.03544,0.04604,0.05706,0.06418,0.05943,0.036
2431.8555,0.03557,0.0461,0.05715,0.06419,0.05934,0.03603
2429.92698,0.03571,0.04617,0.05723,0.06402,0.05922,0.03608
2427.99847,0.03575,0.04627,0.05723,0.06391,0.0592,0.03617
2426.06996,0.03573,0.04641,0.05722,0.0639,0.05924,0.0362
2424.14144,0.0357,0.04645,0.05716,0.06383,0.05925,0.03608
2422.21293,0.03569,0.04634,0.05711,0.0637,0.05921,0.03599
2420.28442,0.03565,0.0462,0.05712,0.06362,0.0592,0.03605
2418.3559,0.03559,0.04615,0.05709,0.06368,0.05924,0.03609
2416.42739,0.03557,0.04617,0.05697,0.0639,0.05923,0.03608
2414.49888,0.03561,0.04621,0.05694,0.06413,0.05922,0.03612
2412.57036,0.03571,0.04633,0.05708,0.06415,0.05938,0.03617
2410.64185,0.03581,0.04651,0.05726,0.064,0.05957,0.03619
2408.71334,0.03581,0.04656,0.0573,0.06389,0.05947,0.0362
2406.78482,0.03565,0.04644,0.05718,0.06387,0.05914,0.03614
2404.85631,0.03549,0.04631,0.05703,0.06384,0.05897,0.03609
2402.9278,0.0355,0.04627,0.05702,0.06379,0.05905,0.03613
2400.99928,0.03566,0.04629,0.05706,0.06377,0.05925,0.03617
2399.07077,0.03576,0.04633,0.05664,0.06337,0.05887,0.03614
2397.14225,0.03584,0.04646,0.05712,0.06384,0.05946,0.03621
2395.21374,0.03594,0.04659,0.0573,0.06395,0.05954,0.03633
2393.28523,0.03602,0.04669,0.05728,0.06392,0.05949,0.03639
2391.35671,0.03601,0.04673,0.0572,0.06393,0.05948,0.03637
2389.4282,0.03591,0.04672,0.05715,0.06394,0.05944,0.03631
2387.49969,0.03588,0.04675,0.05715,0.06397,0.05942,0.03625
2385.57117,0.03596,0.04683,0.05721,0.06402,0.05947,0.03626
2383.64266,0.03606,0.04686,0.05729,0.06409,0.05953,0.03636
2381.71415,0.03616,0.04685,0.05732,0.06418,0.05958,0.03655
2379.78563,0.03623,0.04684,0.05728,0.06429,0.05966,0.03669
2377.85712,0.0362,0.04688,0.05724,0.06436,0.05966,0.03671
2375.92861,0.03614,0.04691,0.0572,0.06436,0.05967,0.0367
2374.00009,0.03607,0.0469,0.05716,0.06433,0.06042,0.0364
2372.07158,0.03602,0.04691,0.05713,0.06432,0.06094,0.03613
2370.14307,0.0362,0.04699,0.05706,0.06434,0.06012,0.03679
2368.21455,0.03618,0.04705,0.05703,0.06435,0.06097,0.0365
2366.28604,0.03604,0.04708,0.05715,0.06438,0.06168,0.03604
2364.35753,0.03637,0.0472,0.05708,0.06452,0.06003,0.03704
2362.42901,0.03624,0.04743,0.05758,0.06471,0.06217,0.03647
2360.5005,0.03653,0.0477,0.05793,0.0649,0.06243,0.03674
2358.57199,0.03703,0.04791,0.05797,0.06507,0.06088,0.03759
2356.64347,0.03685,0.04802,0.05845,0.06525,0.06271,0.03688
2354.71496,0.03731,0.04803,0.05825,0.06538,0.06129,0.03777
2352.78644,0.03738,0.04803,0.05827,0.06544,0.06156,0.03778
2350.85793,0.03738,0.04811,0.05854,0.0655,0.06193,0.03771
2348.92942,0.0376,0.04824,0.05871,0.06563,0.06187,0.03795
2347.0009,0.03768,0.0484,0.0589,0.06577,0.06229,0.0379
2345.07239,0.0377,0.04859,0.05905,0.06585,0.06293,0.03774
2343.14388,0.03791,0.0488,0.05895,0.06592,0.06263,0.03803
2341.21536,0.03824,0.04897,0.05872,0.06598,0.06014,0.03897
2339.28685,0.03828,0.04907,0.05883,0.06601,0.06116,0.03881
2337.35834,0.0381,0.0491,0.05917,0.06604,0.06346,0.03803
2335.42982,0.03799,0.04908,0.05947,0.0661,0.06412,0.03778
2333.50131,0.0379,0.04905,0.05976,0.06616,0.06417,0.03792
2331.5728,0.03793,0.04905,0.0599,0.06629,0.06413,0.03816
2329.64428,0.03812,0.04914,0.06005,0.06655,0.06418,0.0384
2327.71577,0.03858,0.04951,0.06063,0.06711,0.06475,0.03879
2325.78726,0.03943,0.05022,0.06166,0.06797,0.06587,0.03953
2323.85874,0.04011,0.05084,0.06251,0.06865,0.06667,0.04027
2321.93023,0.04017,0.05094,0.06251,0.06871,0.06658,0.04053
2320.00172,0.03988,0.05073,0.062,0.06843,0.06601,0.04037
2318.0732,0.03975,0.05057,0.06162,0.06824,0.0655,0.04028
2316.14469,0.03973,0.05047,0.06148,0.06806,0.06529,0.04029
2314.21618,0.03966,0.05033,0.06133,0.06778,0.06506,0.04026
2312.28766,0.03957,0.05023,0.06126,0.06755,0.06481,0.04022
2310.35915,0.03959,0.05026,0.06137,0.06749,0.06461,0.04025
2308.43063,0.03973,0.05035,0.06145,0.06756,0.06457,0.0403
2306.50212,0.03977,0.0504,0.06131,0.06766,0.06461,0.04028
2304.57361,0.03965,0.0504,0.06108,0.06778,0.06454,0.04019
2302.64509,0.03949,0.05033,0.06089,0.06785,0.06429,0.04013
2300.71658,0.03943,0.05034,0.06081,0.06779,0.06431,0.04008
2298.78807,0.03954,0.05053,0.06089,0.06766,0.06453,0.04016
2296.85955,0.03983,0.05088,0.06112,0.06763,0.06485,0.04035
2294.93104,0.0402,0.05121,0.06142,0.06775,0.06513,0.04057
2293.00253,0.04044,0.05134,0.06169,0.06798,0.06536,0.04074
2291.07401,0.0405,0.05122,0.06184,0.06833,0.0656,0.04079
2289.1455,0.0406,0.05106,0.06194,0.06873,0.06573,0.04083
2287.21699,0.04076,0.05106,0.0621,0.06905,0.06592,0.04095
2285.28847,0.04075,0.05115,0.06218,0.06916,0.06612,0.04109
2283.35996,0.04058,0.05121,0.06205,0.06893,0.06599,0.04111
2281.43145,0.04053,0.05127,0.06192,0.06848,0.06561,0.04107
2279.50293,0.04063,0.05137,0.06197,0.0682,0.0653,0.04106
2277.57442,0.04072,0.05153,0.06211,0.06828,0.06514,0.04107
2275.64591,0.04079,0.05168,0.06204,0.06853,0.0652,0.04113
2273.71739,0.04079,0.05163,0.06167,0.06874,0.06548,0.04116
2271.78888,0.04069,0.05142,0.06126,0.06889,0.06566,0.0411
2269.86037,0.04073,0.05135,0.06109,0.06879,0.06555,0.04097
2267.93185,0.04098,0.05154,0.06114,0.06844,0.06527,0.04088
2266.00334,0.04106,0.05172,0.06124,0.06818,0.065,0.04098
2264.07482,0.0407,0.05172,0.06131,0.06824,0.06493,0.04116
2262.14631,0.04044,0.05175,0.06145,0.0684,0.06512,0.04114
2260.2178,0.04061,0.05185,0.06164,0.06846,0.06537,0.04101
2258.28928,0.0408,0.05173,0.06161,0.06837,0.06543,0.04088
2256.36077,0.04074,0.05149,0.06142,0.0681,0.06532,0.04089
2254.43226,0.04054,0.05146,0.06135,0.0678,0.0653,0.04104
2252.50374,0.04031,0.05161,0.06157,0.06792,0.06559,0.0411
2250.57523,0.0402,0.05168,0.06213,0.06872,0.06635,0.0411
2248.64672,0.04016,0.05163,0.06162,0.0687,0.06582,0.0412
2246.7182,0.04008,0.05154,0.06158,0.06914,0.066,0.04115
2244.78969,0.04042,0.05168,0.06177,0.06948,0.06616,0.04118
2242.86118,0.04118,0.05206,0.06209,0.06957,0.06614,0.04155
2240.93266,0.04173,0.05257,0.06236,0.06943,0.06603,0.04211
2239.00415,0.04182,0.05308,0.06264,0.06909,0.06597,0.04263
2237.07564,0.04204,0.0535,0.06298,0.06873,0.06589,0.04321
2235.14712,0.04238,0.05361,0.06308,0.06871,0.06588,0.04367
2233.21861,0.0422,0.05326,0.06277,0.06921,0.06617,0.04354
2231.2901,0.04169,0.05297,0.06248,0.06978,0.0663,0.04286
2229.36158,0.04159,0.05324,0.06243,0.06998,0.06589,0.04216
2227.43307,0.04208,0.05381,0.06265,0.07004,0.06547,0.04204
2225.50456,0.0428,0.05412,0.06285,0.06998,0.06542,0.04239
2223.57604,0.04301,0.05372,0.06231,0.06971,0.06573,0.04243
2221.64753,0.04233,0.05276,0.06137,0.06958,0.06618,0.04212
2219.71901,0.04152,0.0522,0.06134,0.06972,0.06652,0.04213
2217.7905,0.04132,0.05237,0.06222,0.06975,0.06686,0.04248
2215.86199,0.04127,0.05262,0.06278,0.06952,0.06722,0.0427
2213.93347,0.0411,0.05291,0.06287,0.06954,0.06731,0.043
2212.00496,0.04151,0.05345,0.06334,0.07004,0.06732,0.04368
2210.07645,0.04265,0.05389,0.06392,0.07021,0.06759,0.04429
2208.14793,0.04359,0.05432,0.06369,0.06992,0.06771,0.04455
2206.21942,0.04346,0.05472,0.06278,0.06968,0.06729,0.04431
2204.29091,0.04256,0.05467,0.06221,0.06943,0.06718,0.04342
2202.36239,0.04192,0.05423,0.06245,0.06941,0.06786,0.04252
2200.43388,0.04201,0.05387,0.06286,0.06989,0.06846,0.04244
2198.50537,0.04263,0.0541,0.06297,0.07012,0.06818,0.043
2196.57685,0.04304,0.05476,0.06298,0.06999,0.06739,0.04332
2194.64834,0.04308,0.05514,0.06293,0.07035,0.06737,0.04344
2192.71983,0.04339,0.05512,0.06301,0.07133,0.06808,0.04386
2190.79131,0.04371,0.0548,0.06336,0.07223,0.06828,0.04401
2188.8628,0.04342,0.05442,0.06364,0.07233,0.06809,0.04359
2186.93429,0.04315,0.05442,0.06385,0.0716,0.06854,0.04327
2185.00577,0.04346,0.05453,0.06439,0.0708,0.06959,0.04339
2183.07726,0.04375,0.05421,0.06467,0.07034,0.07006,0.04346
2181.14875,0.04344,0.05368,0.064,0.06998,0.06956,0.0433
2179.22023,0.04287,0.05354,0.06334,0.07,0.06897,0.04357
2177.29172,0.04265,0.05386,0.06354,0.0702,0.06868,0.04448
2175.3632,0.04241,0.05405,0.06377,0.06988,0.06844,0.04525
2173.43469,0.04165,0.05358,0.06334,0.06955,0.06832,0.04491
2171.50618,0.04149,0.05349,0.0628,0.06998,0.06835,0.04399
2169.57766,0.04259,0.05463,0.06265,0.07054,0.06879,0.04387
2167.64915,0.04349,0.05572,0.06253,0.07078,0.06968,0.04389
2165.72064,0.04332,0.05581,0.06234,0.07138,0.07019,0.04284
2163.79212,0.0428,0.05587,0.06315,0.07168,0.07022,0.0417
2161.86361,0.04178,0.05581,0.06446,0.07015,0.07002,0.04146
2159.9351,0.03923,0.05368,0.06261,0.06717,0.06793,0.04078
2158.00658,0.03671,0.05083,0.05824,0.0653,0.06433,0.0394
2156.07807,0.03713,0.05077,0.05717,0.06576,0.06291,0.03948
2154.14956,0.03945,0.05234,0.05887,0.06667,0.06344,0.04064
2152.22104,0.04113,0.05321,0.05995,0.06703,0.06347,0.04137
2150.29253,0.04167,0.0534,0.06011,0.06737,0.06369,0.04173
2148.36402,0.04145,0.0532,0.05991,0.06765,0.06541,0.04169
2146.4355,0.0409,0.0527,0.0596,0.06813,0.06717,0.04084
2144.50699,0.0409,0.05279,0.05968,0.06903,0.06744,0.04048
2142.57848,0.04141,0.05376,0.06019,0.06928,0.06672,0.04145
2140.64996,0.04178,0.05461,0.06051,0.06847,0.06613,0.04229
2138.72145,0.04229,0.05488,0.06061,0.06787,0.06612,0.0426
2136.79294,0.04278,0.0546,0.06073,0.06806,0.06593,0.04293
2134.86442,0.04244,0.05376,0.06046,0.06819,0.06501,0.04274
2132.93591,0.04167,0.05318,0.05984,0.06801,0.0642,0.04221
2131.00739,0.04147,0.05351,0.05989,0.06821,0.06447,0.04218
2129.07888,0.04193,0.05427,0.06092,0.06897,0.06572,0.04264
2127.15037,0.0426,0.05484,0.06191,0.06985,0.06687,0.04325
2125.22185,0.04315,0.05496,0.0624,0.07047,0.06732,0.04382
2123.29334,0.04366,0.05494,0.06305,0.07068,0.06767,0.04419
2121.36483,0.04419,0.05525,0.06398,0.07057,0.06834,0.04454
2119.43631,0.04461,0.05569,0.06459,0.07067,0.06907,0.04502
2117.5078,0.04493,0.05596,0.06471,0.07113,0.0697,0.04539
2115.57929,0.04519,0.05636,0.06476,0.07141,0.0701,0.04553
2113.65077,0.04521,0.05675,0.06509,0.07133,0.07028,0.04557
2111.72226,0.04493,0.05664,0.06552,0.07134,0.07041,0.04557
2109.79375,0.04467,0.05612,0.06573,0.07142,0.07044,0.04557
2107.86523,0.04465,0.05577,0.0656,0.0713,0.07042,0.04535
2105.93672,0.04463,0.05579,0.06501,0.07121,0.07025,0.04493
2104.00821,0.04433,0.05591,0.06413,0.0713,0.06965,0.04473
2102.07969,0.04397,0.05594,0.0637,0.07143,0.06894,0.0448
2100.15118,0.04404,0.056,0.06398,0.07139,0.06866,0.04483
2098.22267,0.04396,0.05572,0.06411,0.07111,0.06872,0.04438
2096.29415,0.04331,0.05497,0.06315,0.07018,0.0681,0.04343
2094.36564,0.04322,0.05471,0.06277,0.06988,0.06784,0.04302
2092.43713,0.04402,0.05525,0.06352,0.07023,0.06809,0.04365
2090.50861,0.04462,0.05573,0.06436,0.0707,0.0686,0.04445
2088.5801,0.04431,0.05559,0.06446,0.07077,0.06922,0.0446
2086.65158,0.04366,0.05532,0.06408,0.07051,0.06966,0.04434
2084.72307,0.04349,0.05546,0.06376,0.0705,0.06972,0.04423
2082.79456,0.04329,0.05533,0.06333,0.07059,0.06947,0.04393
2080.86604,0.04268,0.0545,0.06289,0.07038,0.06919,0.04315
2078.93753,0.04198,0.05367,0.0628,0.06975,0.06871,0.04245
2077.00902,0.04163,0.05359,0.06302,0.06891,0.06802,0.04256
2075.0805,0.04122,0.05372,0.0629,0.06805,0.06761,0.04301
2073.15199,0.04042,0.05326,0.06206,0.06725,0.06759,0.04288
2071.22348,0.03995,0.05264,0.06116,0.06674,0.06749,0.04243
2069.29496,0.04014,0.0526,0.061,0.0667,0.06721,0.0424
2067.36645,0.04037,0.05283,0.06138,0.06687,0.06704,0.04266
2065.43794,0.0403,0.05266,0.06143,0.06695,0.06691,0.04253
2063.50942,0.04003,0.05217,0.06061,0.06688,0.06645,0.04157
2061.58091,0.03983,0.05204,0.05962,0.06695,0.06589,0.04031
2059.6524,0.04046,0.05262,0.05966,0.06747,0.06608,0.04026
2057.72388,0.04189,0.05343,0.06066,0.06826,0.06714,0.04155
2055.79537,0.0427,0.05375,0.0617,0.06902,0.06796,0.04252
2053.86686,0.04262,0.05374,0.06286,0.06971,0.06835,0.04244
2051.93834,0.04203,0.05329,0.06391,0.06965,0.06893,0.04183
2050.00983,0.04011,0.05133,0.06305,0.06796,0.06876,0.04077
2048.08132,0.03706,0.04849,0.05997,0.06573,0.06713,0.03931
2046.1528,0.03488,0.04732,0.05723,0.06468,0.06558,0.03807
2044.22429,0.0344,0.0482,0.05643,0.06466,0.06504,0.03779
2042.29577,0.0347,0.04913,0.05671,0.0648,0.06472,0.03828
2040.36726,0.03498,0.04921,0.05693,0.06468,0.06427,0.03859
2038.43875,0.03473,0.04889,0.05668,0.06402,0.0642,0.03807
2036.51023,0.03364,0.04797,0.05556,0.06247,0.06446,0.03662
2034.58172,0.03271,0.04635,0.05377,0.06039,0.06405,0.03516
2032.65321,0.03336,0.04508,0.05294,0.05914,0.063,0.03511
2030.72469,0.0345,0.04458,0.05348,0.05947,0.06236,0.0362
2028.79618,0.03411,0.0439,0.05343,0.06082,0.06217,0.03676
2026.86767,0.0325,0.04293,0.05247,0.06191,0.0619,0.036
2024.93915,0.03106,0.04266,0.05213,0.06218,0.06182,0.03475
2023.01064,0.03055,0.04357,0.05252,0.06214,0.06225,0.03409
2021.08213,0.03118,0.04529,0.05276,0.06163,0.06283,0.03435
2019.15361,0.03198,0.04657,0.0524,0.06036,0.0628,0.03513
2017.2251,0.03203,0.04669,0.05166,0.05939,0.06164,0.03579
2015.29659,0.03185,0.04614,0.05162,0.05953,0.06017,0.03595
2013.36807,0.03169,0.04479,0.05242,0.05972,0.05931,0.03537
2011.43956,0.03095,0.04275,0.0529,0.05882,0.05853,0.03409
2009.51105,0.02942,0.04165,0.05258,0.05714,0.05763,0.03286
2007.58253,0.02812,0.04188,0.05194,0.05565,0.0576,0.0324
2005.65402,0.0288,0.04281,0.05203,0.05558,0.0585,0.03296
2003.72551,0.03115,0.04479,0.05349,0.05776,0.05894,0.03445
2001.79699,0.03323,0.04702,0.05535,0.061,0.05867,0.03576
1999.86848,0.03443,0.04789,0.05633,0.06322,0.05899,0.03589
1997.93996,0.03511,0.04773,0.05631,0.06373,0.06009,0.03558
1996.01145,0.03543,0.04774,0.05621,0.06341,0.06069,0.03575
1994.08294,0.03563,0.04808,0.05682,0.06335,0.06048,0.03631
1992.15442,0.03588,0.04838,0.05741,0.06364,0.05999,0.03701
1990.22591,0.03593,0.04839,0.05685,0.06349,0.05959,0.03714
1988.2974,0.03578,0.0482,0.05587,0.06287,0.06002,0.03628
1986.36888,0.03578,0.04835,0.05588,0.06246,0.0614,0.03572
1984.44037,0.03568,0.04864,0.05654,0.06209,0.06229,0.03657
1982.51186,0.03445,0.04778,0.05602,0.06103,0.06184,0.03786
1980.58334,0.0315,0.04513,0.05326,0.05932,0.06043,0.03778
1978.65483,0.02712,0.04131,0.04909,0.05723,0.05799,0.03519
1976.72632,0.02312,0.03821,0.04605,0.05536,0.05556,0.03138
1974.7978,0.02208,0.03798,0.04589,0.05484,0.05545,0.02942
1972.86929,0.02387,0.0395,0.04718,0.05543,0.05715,0.02943
1970.94078,0.02609,0.04051,0.04821,0.05599,0.05845,0.02951
1969.01226,0.02745,0.04098,0.04915,0.05654,0.05868,0.0301
1967.08375,0.02797,0.04119,0.05008,0.05736,0.05851,0.03182
1965.15524,0.02791,0.04129,0.05055,0.05772,0.05854,0.0332
1963.22672,0.02743,0.04175,0.05031,0.05735,0.05861,0.03286
1961.29821,0.02723,0.04199,0.04961,0.05713,0.05821,0.03157
1959.3697,0.02851,0.04187,0.04949,0.05765,0.05734,0.03119
1957.44118,0.03102,0.04248,0.05077,0.05873,0.05678,0.03232
1955.51267,0.03293,0.04385,0.0528,0.05999,0.05692,0.03401
1953.58415,0.03338,0.04505,0.05395,0.06079,0.05751,0.03496
1951.65564,0.03326,0.0458,0.05379,0.06081,0.05845,0.03478
1949.72713,0.03324,0.04619,0.05349,0.06059,0.05894,0.03434
1947.79861,0.03296,0.04603,0.05354,0.06043,0.05833,0.03412
1945.8701,0.03225,0.04537,0.05339,0.05988,0.05755,0.03378
1943.94159,0.03147,0.04464,0.05301,0.05919,0.05746,0.03333
1942.01307,0.031,0.0442,0.05295,0.05881,0.05779,0.03315
1940.08456,0.03094,0.04418,0.05307,0.05868,0.05823,0.03332
1938.15605,0.03101,0.04437,0.05296,0.05885,0.0586,0.03369
1936.22753,0.03106,0.0445,0.05293,0.0591,0.05845,0.03395
1934.29902,0.03111,0.04452,0.05322,0.05895,0.05768,0.03382
1932.37051,0.03125,0.04458,0.05342,0.05861,0.05708,0.03364
1930.44199,0.03154,0.0447,0.05337,0.0586,0.05728,0.03375
1928.51348,0.03194,0.04481,0.05329,0.05904,0.05792,0.03388
1926.58497,0.03222,0.04495,0.05343,0.0597,0.05844,0.03387
1924.65645,0.03238,0.04517,0.0539,0.06022,0.0587,0.03394
1922.72794,0.03274,0.0456,0.05443,0.06042,0.05876,0.0342
1920.79943,0.03311,0.04601,0.05463,0.06034,0.0587,0.03448
1918.87091,0.03307,0.04587,0.05446,0.06014,0.05871,0.03449
1916.9424,0.03276,0.04524,0.05421,0.06001,0.05884,0.0342
1915.01389,0.03259,0.04482,0.05409,0.05998,0.05894,0.03392
1913.08537,0.0326,0.04482,0.05401,0.05995,0.05883,0.03402
1911.15686,0.03266,0.04497,0.05386,0.0599,0.05858,0.03436
1909.22834,0.03268,0.04513,0.05374,0.05995,0.05852,0.03456
1907.29983,0.0326,0.04523,0.05368,0.06011,0.05886,0.03449
1905.37132,0.03244,0.04524,0.05364,0.06013,0.0592,0.03438
1903.4428,0.03231,0.04523,0.05372,0.05994,0.05916,0.0344
1901.51429,0.03232,0.04522,0.0539,0.05971,0.05893,0.03455
1899.58578,0.03239,0.04522,0.05394,0.05959,0.05891,0.0347
1897.65726,0.03241,0.04532,0.05387,0.05969,0.05907,0.03474
1895.72875,0.03247,0.04547,0.05393,0.06,0.0591,0.0347
1893.80024,0.03267,0.04556,0.05412,0.06017,0.0591,0.03465
1891.87172,0.03297,0.04563,0.05426,0.06001,0.05911,0.03466
1889.94321,0.03331,0.04572,0.05432,0.05984,0.05904,0.03473
1888.0147,0.03362,0.04571,0.05442,0.06,0.05909,0.03488
1886.08618,0.03376,0.04566,0.05468,0.06031,0.05933,0.03515
1884.15767,0.03379,0.04576,0.05499,0.06038,0.05945,0.03546
1882.22916,0.03383,0.04596,0.05516,0.06021,0.05938,0.03559
1880.30064,0.03386,0.04603,0.05518,0.0601,0.05944,0.03542
1878.37213,0.03384,0.04606,0.05514,0.06023,0.05962,0.03519
1876.44362,0.03384,0.04631,0.05514,0.06052,0.05967,0.03508
1874.5151,0.03384,0.04663,0.05519,0.06079,0.05954,0.03508
1872.58659,0.03378,0.04667,0.05523,0.06096,0.05946,0.03506
1870.65807,0.03371,0.04644,0.05523,0.06097,0.05953,0.03503
1868.72956,0.03372,0.04626,0.05526,0.06076,0.05964,0.03509
1866.80105,0.03391,0.0463,0.05529,0.06055,0.05978,0.03535
1864.87253,0.03422,0.04638,0.05527,0.06057,0.0599,0.0356
1862.94402,0.03445,0.04634,0.05528,0.06071,0.0599,0.03559
1861.01551,0.03447,0.04619,0.05538,0.06069,0.0599,0.03538
1859.08699,0.03432,0.04601,0.05546,0.06054,0.05998,0.03517
1857.15848,0.03416,0.04586,0.05543,0.06046,0.06003,0.03509
1855.22997,0.03407,0.0459,0.05531,0.06046,0.05998,0.0351
1853.30145,0.03404,0.04613,0.05519,0.06048,0.05988,0.03513
1851.37294,0.03405,0.04629,0.05517,0.06063,0.05983,0.03519
1849.44443,0.03411,0.04624,0.05516,0.06092,0.05993,0.03525
1847.51591,0.03422,0.04621,0.05518,0.06115,0.06009,0.0354
1845.5874,0.03447,0.04649,0.05545,0.06124,0.06019,0.0357
1843.65889,0.03474,0.04689,0.05579,0.06132,0.06029,0.03597
1841.73037,0.03498,0.04709,0.05594,0.06142,0.06043,0.036
1839.80186,0.03528,0.04713,0.056,0.06153,0.06058,0.03602
1837.87335,0.03552,0.04716,0.05609,0.06173,0.06068,0.03617
1835.94483,0.03559,0.04723,0.05622,0.06202,0.06077,0.03634
1834.01632,0.03562,0.04736,0.05641,0.0623,0.06093,0.03651
1832.08781,0.03563,0.04747,0.05655,0.06244,0.06109,0.03664
1830.15929,0.03549,0.04742,0.05649,0.06231,0.06116,0.03662
1828.23078,0.03527,0.04717,0.05628,0.06197,0.06113,0.03651
1826.30226,0.03517,0.04695,0.05611,0.06163,0.06104,0.03647
1824.37375,0.03504,0.04682,0.05599,0.06143,0.06089,0.03645
1822.44524,0.03464,0.04664,0.05575,0.0613,0.0607,0.03633
1820.51672,0.03419,0.04646,0.05541,0.06107,0.06051,0.03621
1818.58821,0.03418,0.04654,0.05531,0.06093,0.0604,0.03625
1816.6597,0.03493,0.04706,0.0558,0.06128,0.06059,0.03656
1814.73118,0.03615,0.04788,0.05675,0.06211,0.06122,0.03715
1812.80267,0.03717,0.0486,0.05766,0.06294,0.06198,0.03778
1810.87416,0.03771,0.04905,0.05824,0.0635,0.06247,0.03821
1808.94564,0.03793,0.0493,0.05847,0.06381,0.06273,0.03835
1807.01713,0.03804,0.04948,0.05853,0.06396,0.06294,0.03834
1805.08862,0.03808,0.04961,0.05856,0.06401,0.06311,0.03835
1803.1601,0.03803,0.04969,0.05862,0.06395,0.06321,0.0384
1801.23159,0.03799,0.04972,0.0587,0.06388,0.06324,0.03848
1799.30308,0.03811,0.04977,0.05878,0.06393,0.06329,0.0386
1797.37456,0.03827,0.04985,0.05885,0.06406,0.06344,0.03878
1795.44605,0.03829,0.04985,0.05887,0.06416,0.06361,0.03893
1793.51754,0.03821,0.04987,0.05884,0.06421,0.06372,0.03899
1791.58902,0.03827,0.04999,0.05888,0.06429,0.06378,0.03905
1789.66051,0.03851,0.05022,0.0591,0.0644,0.06385,0.03919
1787.732,0.03869,0.05042,0.05935,0.06451,0.06395,0.03935
1785.80348,0.03874,0.05054,0.05952,0.06465,0.06409,0.03946
1783.87497,0.03883,0.05067,0.05966,0.06481,0.0643,0.03964
1781.94645,0.03904,0.0509,0.05988,0.06494,0.06461,0.03993
1780.01794,0.03927,0.05116,0.06009,0.0651,0.06489,0.0402
1778.08943,0.03951,0.0514,0.0603,0.06538,0.06512,0.04045
1776.16091,0.03985,0.05166,0.06059,0.06575,0.06544,0.04074
1774.2324,0.0403,0.05199,0.06099,0.06619,0.06591,0.04107
1772.30389,0.04077,0.05239,0.0615,0.06667,0.06639,0.04142
1770.37537,0.04121,0.05281,0.06205,0.06712,0.06685,0.04182
1768.44686,0.04166,0.05327,0.06266,0.06755,0.0673,0.04223
1766.51835,0.04212,0.05372,0.06329,0.06809,0.06774,0.04265
1764.58983,0.04261,0.0542,0.06403,0.06876,0.0682,0.04314
1762.66132,0.0432,0.05481,0.06496,0.06963,0.06884,0.04374
1760.73281,0.04397,0.0556,0.06617,0.07072,0.06979,0.04444
1758.80429,0.04488,0.05662,0.06773,0.07207,0.07102,0.04529
1756.87578,0.0459,0.05785,0.0696,0.07366,0.07245,0.04629
1754.94727,0.04703,0.05913,0.07166,0.07549,0.07403,0.0474
1753.01875,0.04829,0.0605,0.07396,0.0774,0.0757,0.04865
